Geography,Concept,Unit,Frequency,Period,Value
Mexico,"Deflator: GDP at Factor Cost: Industry, lcu",Index,Annual,1/1/2024,191.9680362
Mexico,"Real GDP at Factor Cost: Industry: Manufacturing, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2017,2.784246528
Mexico,"Real GDP at Factor Cost: Industry: Manufacturing, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2018,1.843671669
Mexico,"Real GDP at Factor Cost: Industry: Manufacturing, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2019,0.196492362
Mexico,"Real GDP at Factor Cost: Industry: Manufacturing, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2020,-9.167170169
Mexico,"Real GDP at Factor Cost: Industry: Manufacturing, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2021,8.611242646
Mexico,"Real GDP at Factor Cost: Industry: Manufacturing, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2022,5.2361118
Mexico,"Real GDP at Factor Cost: Industry: Manufacturing, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2023,2.503624873
Mexico,"Real GDP at Factor Cost: Industry: Manufacturing, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2024,3.532708637
Mexico,"Growth Rate, Money Supply M2, Period End, Year-on-Year Percent Change, lcu",Percent change year ago,Annual,1/1/2017,9.540208224
Mexico,"Growth Rate, Money Supply M2, Period End, Year-on-Year Percent Change, lcu",Percent change year ago,Annual,1/1/2018,5.022620999
Mexico,"Growth Rate, Money Supply M2, Period End, Year-on-Year Percent Change, lcu",Percent change year ago,Annual,1/1/2019,5.791698958
Mexico,"Growth Rate, Money Supply M2, Period End, Year-on-Year Percent Change, lcu",Percent change year ago,Annual,1/1/2020,11.25300079
Mexico,"Growth Rate, Money Supply M2, Period End, Year-on-Year Percent Change, lcu",Percent change year ago,Annual,1/1/2021,9.966212787
Mexico,"Growth Rate, Money Supply M2, Period End, Year-on-Year Percent Change, lcu",Percent change year ago,Annual,1/1/2022,9.691841315
Mexico,"Growth Rate, Money Supply M2, Period End, Year-on-Year Percent Change, lcu",Percent change year ago,Annual,1/1/2023,3.436887999
Mexico,"Growth Rate, Money Supply M2, Period End, Year-on-Year Percent Change, lcu",Percent change year ago,Annual,1/1/2024,7.891873547
Mexico,Interest Rate: Money Market,Percentage,Annual,1/1/2017,7.055
Mexico,Interest Rate: Money Market,Percentage,Annual,1/1/2018,7.9975
Mexico,Interest Rate: Money Market,Percentage,Annual,1/1/2019,8.3175
Mexico,Interest Rate: Money Market,Percentage,Annual,1/1/2020,5.720833333
Mexico,Interest Rate: Money Market,Percentage,Annual,1/1/2021,4.6225
Mexico,Interest Rate: Money Market,Percentage,Annual,1/1/2022,7.895833333
Mexico,Interest Rate: Money Market,Percentage,Annual,1/1/2023,11.14436716
Mexico,Interest Rate: Money Market,Percentage,Annual,1/1/2024,9.041286442
Mexico,"Nominal NIA Exports of Goods & Non-Factor Services, US$",U.S. Dollar,Annual,1/1/2017,436.2812019
Mexico,"Nominal NIA Exports of Goods & Non-Factor Services, US$",U.S. Dollar,Annual,1/1/2018,479.335648
Mexico,"Nominal NIA Exports of Goods & Non-Factor Services, US$",U.S. Dollar,Annual,1/1/2019,492.7169117
Mexico,"Nominal NIA Exports of Goods & Non-Factor Services, US$",U.S. Dollar,Annual,1/1/2020,430.7206515
Mexico,"Nominal NIA Exports of Goods & Non-Factor Services, US$",U.S. Dollar,Annual,1/1/2021,522.2806902
Mexico,"Nominal NIA Exports of Goods & Non-Factor Services, US$",U.S. Dollar,Annual,1/1/2022,613.4809558
Mexico,"Nominal NIA Exports of Goods & Non-Factor Services, US$",U.S. Dollar,Annual,1/1/2023,682.5889639
Mexico,"Nominal NIA Exports of Goods & Non-Factor Services, US$",U.S. Dollar,Annual,1/1/2024,696.8527995
Mexico,"NIA Imports of Goods & Non-Factor Service Deflator, U.S. Dollar Basis, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2017,2.041003831
Mexico,"NIA Imports of Goods & Non-Factor Service Deflator, U.S. Dollar Basis, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2018,3.660294
Mexico,"NIA Imports of Goods & Non-Factor Service Deflator, U.S. Dollar Basis, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2019,-0.956463408
Mexico,"NIA Imports of Goods & Non-Factor Service Deflator, U.S. Dollar Basis, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2020,-4.198774706
Mexico,"NIA Imports of Goods & Non-Factor Service Deflator, U.S. Dollar Basis, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2021,14.8297803
Mexico,"NIA Imports of Goods & Non-Factor Service Deflator, U.S. Dollar Basis, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2022,10.05271034
Mexico,"NIA Imports of Goods & Non-Factor Service Deflator, U.S. Dollar Basis, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2023,-1.030917164
Mexico,"NIA Imports of Goods & Non-Factor Service Deflator, U.S. Dollar Basis, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2024,-1.922358827
Mexico,International Reserves % of GDP,Percentage,Annual,1/1/2017,15.16895855
Mexico,International Reserves % of GDP,Percentage,Annual,1/1/2018,14.88253014
Mexico,International Reserves % of GDP,Percentage,Annual,1/1/2019,14.41061268
Mexico,International Reserves % of GDP,Percentage,Annual,1/1/2020,17.46274558
Mexico,International Reserves % of GDP,Percentage,Annual,1/1/2021,16.67931081
Mexico,International Reserves % of GDP,Percentage,Annual,1/1/2022,13.88792462
Mexico,International Reserves % of GDP,Percentage,Annual,1/1/2023,11.74345744
Mexico,International Reserves % of GDP,Percentage,Annual,1/1/2024,12.62147729
Mexico,"Deflator: Gross Domestic Demand (Absorption), euro",Index,Annual,1/1/2017,93.79970609
Mexico,"Deflator: Gross Domestic Demand (Absorption), euro",Index,Annual,1/1/2018,91.82114662
Mexico,"Deflator: Gross Domestic Demand (Absorption), euro",Index,Annual,1/1/2019,100
Mexico,"Deflator: Gross Domestic Demand (Absorption), euro",Index,Annual,1/1/2020,91.84484617
Mexico,"Deflator: Gross Domestic Demand (Absorption), euro",Index,Annual,1/1/2021,99.60780847
Mexico,"Deflator: Gross Domestic Demand (Absorption), euro",Index,Annual,1/1/2022,122.4458162
Mexico,"Deflator: Gross Domestic Demand (Absorption), euro",Index,Annual,1/1/2023,140.8024649
Mexico,"Deflator: Gross Domestic Demand (Absorption), euro",Index,Annual,1/1/2024,133.6147756
Mexico,"Unspecified Revenue (Total otherwise Current), in euro, unspecified government",Euro,Annual,1/1/2017,232.0311849
Mexico,"Unspecified Revenue (Total otherwise Current), in euro, unspecified government",Euro,Annual,1/1/2018,225.1995806
Mexico,"Unspecified Revenue (Total otherwise Current), in euro, unspecified government",Euro,Annual,1/1/2019,249.7971598
Mexico,"Unspecified Revenue (Total otherwise Current), in euro, unspecified government",Euro,Annual,1/1/2020,218.0059402
Mexico,"Unspecified Revenue (Total otherwise Current), in euro, unspecified government",Euro,Annual,1/1/2021,248.499154
Mexico,"Unspecified Revenue (Total otherwise Current), in euro, unspecified government",Euro,Annual,1/1/2022,312.0730567
Mexico,"Unspecified Revenue (Total otherwise Current), in euro, unspecified government",Euro,Annual,1/1/2023,371.3216751
Mexico,"Unspecified Revenue (Total otherwise Current), in euro, unspecified government",Euro,Annual,1/1/2024,364.696006
Mexico,"BOP Net Errors & Omissions, lcu",Mexican Peso,Annual,1/1/2017,-209.7070413
Mexico,"BOP Net Errors & Omissions, lcu",Mexican Peso,Annual,1/1/2018,-99.0473704
Mexico,"BOP Net Errors & Omissions, lcu",Mexican Peso,Annual,1/1/2019,-194.6137439
Mexico,"BOP Net Errors & Omissions, lcu",Mexican Peso,Annual,1/1/2020,-28.08797146
Mexico,"BOP Net Errors & Omissions, lcu",Mexican Peso,Annual,1/1/2021,148.364416
Mexico,"BOP Net Errors & Omissions, lcu",Mexican Peso,Annual,1/1/2022,64.35715805
Mexico,"BOP Net Errors & Omissions, lcu",Mexican Peso,Annual,1/1/2023,32.3168403
Mexico,"BOP Net Errors & Omissions, lcu",Mexican Peso,Annual,1/1/2024,0
Mexico,"Nominal GDP at Factor Cost: Industry, euro",Euro,Annual,1/1/2017,318.3317995
Mexico,"Nominal GDP at Factor Cost: Industry, euro",Euro,Annual,1/1/2018,322.6063056
Mexico,"Nominal GDP at Factor Cost: Industry, euro",Euro,Annual,1/1/2019,349.02715
Mexico,"Nominal GDP at Factor Cost: Industry, euro",Euro,Annual,1/1/2020,285.0203724
Mexico,"Nominal GDP at Factor Cost: Industry, euro",Euro,Annual,1/1/2021,333.065972
Mexico,"Nominal GDP at Factor Cost: Industry, euro",Euro,Annual,1/1/2022,433.9112011
Mexico,"Nominal GDP at Factor Cost: Industry, euro",Euro,Annual,1/1/2023,500.88781
Mexico,"Nominal GDP at Factor Cost: Industry, euro",Euro,Annual,1/1/2024,491.832552
Mexico,Total Foreign Debt as % of GDP,Percentage,Annual,1/1/2017,38.29678499
Mexico,Total Foreign Debt as % of GDP,Percentage,Annual,1/1/2018,37.27845798
Mexico,Total Foreign Debt as % of GDP,Percentage,Annual,1/1/2019,37.1977767
Mexico,Total Foreign Debt as % of GDP,Percentage,Annual,1/1/2020,42.92540256
Mexico,Total Foreign Debt as % of GDP,Percentage,Annual,1/1/2021,36.59157706
Mexico,Total Foreign Debt as % of GDP,Percentage,Annual,1/1/2022,33.98470047
Mexico,Total Foreign Debt as % of GDP,Percentage,Annual,1/1/2023,31.22504681
Mexico,Total Foreign Debt as % of GDP,Percentage,Annual,1/1/2024,36.95265929
Mexico,"Nominal Gross Domestic Saving, US$",U.S. Dollar,Annual,1/1/2017,268.4481637
Mexico,"Nominal Gross Domestic Saving, US$",U.S. Dollar,Annual,1/1/2018,288.7316536
Mexico,"Nominal Gross Domestic Saving, US$",U.S. Dollar,Annual,1/1/2019,300.6227832
Mexico,"Nominal Gross Domestic Saving, US$",U.S. Dollar,Annual,1/1/2020,267.0465893
Mexico,"Nominal Gross Domestic Saving, US$",U.S. Dollar,Annual,1/1/2021,293.9445827
Mexico,"Nominal Gross Domestic Saving, US$",U.S. Dollar,Annual,1/1/2022,289.5145286
Mexico,"Nominal Gross Domestic Saving, US$",U.S. Dollar,Annual,1/1/2023,374.8187775
Mexico,"Nominal Gross Domestic Saving, US$",U.S. Dollar,Annual,1/1/2024,381.5105617
Mexico,"Nominal Consumption, Total, Calendar Year, lcu",Mexican Peso,Annual,1/1/2017,17908.07483
Mexico,"Nominal Consumption, Total, Calendar Year, lcu",Mexican Peso,Annual,1/1/2018,19012.32452
Mexico,"Nominal Consumption, Total, Calendar Year, lcu",Mexican Peso,Annual,1/1/2019,19793.06454
Mexico,"Nominal Consumption, Total, Calendar Year, lcu",Mexican Peso,Annual,1/1/2020,18840.98666
Mexico,"Nominal Consumption, Total, Calendar Year, lcu",Mexican Peso,Annual,1/1/2021,21190.37565
Mexico,"Nominal Consumption, Total, Calendar Year, lcu",Mexican Peso,Annual,1/1/2022,24127.55696
Mexico,"Nominal Consumption, Total, Calendar Year, lcu",Mexican Peso,Annual,1/1/2023,26075.00932
Mexico,"Nominal Consumption, Total, Calendar Year, lcu",Mexican Peso,Annual,1/1/2024,28197.31545
Mexico,"Real Fixed Investment, US$",U.S. Dollar,Annual,1/1/2017,294.0227882
Mexico,"Real Fixed Investment, US$",U.S. Dollar,Annual,1/1/2018,295.894323
Mexico,"Real Fixed Investment, US$",U.S. Dollar,Annual,1/1/2019,282.8245467
Mexico,"Real Fixed Investment, US$",U.S. Dollar,Annual,1/1/2020,233.7928016
Mexico,"Real Fixed Investment, US$",U.S. Dollar,Annual,1/1/2021,255.5390744
Mexico,"Real Fixed Investment, US$",U.S. Dollar,Annual,1/1/2022,277.3364538
Mexico,"Real Fixed Investment, US$",U.S. Dollar,Annual,1/1/2023,325.7707993
Mexico,"Real Fixed Investment, US$",U.S. Dollar,Annual,1/1/2024,339.5541549
Mexico,"Nominal Consumption, Total, PPP$",U.S. Dollar,Annual,1/1/2017,1840.001449
Mexico,"Nominal Consumption, Total, PPP$",U.S. Dollar,Annual,1/1/2018,1913.656693
Mexico,"Nominal Consumption, Total, PPP$",U.S. Dollar,Annual,1/1/2019,1942.757125
Mexico,"Nominal Consumption, Total, PPP$",U.S. Dollar,Annual,1/1/2020,1788.577381
Mexico,"Nominal Consumption, Total, PPP$",U.S. Dollar,Annual,1/1/2021,1997.65136
Mexico,"Nominal Consumption, Total, PPP$",U.S. Dollar,Annual,1/1/2022,2277.435667
Mexico,"Nominal Consumption, Total, PPP$",U.S. Dollar,Annual,1/1/2023,2403.775436
Mexico,"Nominal Consumption, Total, PPP$",U.S. Dollar,Annual,1/1/2024,2506.912736
Mexico,"Deflator: Government Consumption, euro",Index,Annual,1/1/2017,93.43647088
Mexico,"Deflator: Government Consumption, euro",Index,Annual,1/1/2018,91.09890535
Mexico,"Deflator: Government Consumption, euro",Index,Annual,1/1/2019,100
Mexico,"Deflator: Government Consumption, euro",Index,Annual,1/1/2020,92.88381421
Mexico,"Deflator: Government Consumption, euro",Index,Annual,1/1/2021,99.13250915
Mexico,"Deflator: Government Consumption, euro",Index,Annual,1/1/2022,119.3706811
Mexico,"Deflator: Government Consumption, euro",Index,Annual,1/1/2023,138.3293374
Mexico,"Deflator: Government Consumption, euro",Index,Annual,1/1/2024,131.1808787
Mexico,"Deflator: Gross Domestic Product, euro",Index,Annual,1/1/2017,92.52107202
Mexico,"Deflator: Gross Domestic Product, euro",Index,Annual,1/1/2018,91.14491131
Mexico,"Deflator: Gross Domestic Product, euro",Index,Annual,1/1/2019,100
Mexico,"Deflator: Gross Domestic Product, euro",Index,Annual,1/1/2020,91.74782623
Mexico,"Deflator: Gross Domestic Product, euro",Index,Annual,1/1/2021,98.55628011
Mexico,"Deflator: Gross Domestic Product, euro",Index,Annual,1/1/2022,119.5885561
Mexico,"Deflator: Gross Domestic Product, euro",Index,Annual,1/1/2023,140.5409827
Mexico,"Deflator: Gross Domestic Product, euro",Index,Annual,1/1/2024,134.6177957
Mexico,"Broad Money Supply, Period End, lcu",Mexican Peso,Annual,1/1/2017,9494.959091
Mexico,"Broad Money Supply, Period End, lcu",Mexican Peso,Annual,1/1/2018,10077.85337
Mexico,"Broad Money Supply, Period End, lcu",Mexican Peso,Annual,1/1/2019,10761.95711
Mexico,"Broad Money Supply, Period End, lcu",Mexican Peso,Annual,1/1/2020,12090.42341
Mexico,"Broad Money Supply, Period End, lcu",Mexican Peso,Annual,1/1/2021,13466.06565
Mexico,"Broad Money Supply, Period End, lcu",Mexican Peso,Annual,1/1/2022,14671.11463
Mexico,"Broad Money Supply, Period End, lcu",Mexican Peso,Annual,1/1/2023,15314.8683
Mexico,"Broad Money Supply, Period End, lcu",Mexican Peso,Annual,1/1/2024,16518.1654
Mexico,"BOP Non-Factor Service Balance, euro",Euro,Annual,1/1/2017,-10.38507832
Mexico,"BOP Non-Factor Service Balance, euro",Euro,Annual,1/1/2018,-10.91654637
Mexico,"BOP Non-Factor Service Balance, euro",Euro,Annual,1/1/2019,-9.197461871
Mexico,"BOP Non-Factor Service Balance, euro",Euro,Annual,1/1/2020,-13.57629372
Mexico,"BOP Non-Factor Service Balance, euro",Euro,Annual,1/1/2021,-12.69736522
Mexico,"BOP Non-Factor Service Balance, euro",Euro,Annual,1/1/2022,-14.48986238
Mexico,"BOP Non-Factor Service Balance, euro",Euro,Annual,1/1/2023,-7.774532701
Mexico,"BOP Non-Factor Service Balance, euro",Euro,Annual,1/1/2024,-10.23720879
Mexico,"Growth Rate, Nominal Retail Sales, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2017,5.976053175
Mexico,"Growth Rate, Nominal Retail Sales, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2018,6.182852955
Mexico,"Growth Rate, Nominal Retail Sales, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2019,5.913194856
Mexico,"Growth Rate, Nominal Retail Sales, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2020,-5.579126069
Mexico,"Growth Rate, Nominal Retail Sales, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2021,19.72032888
Mexico,"Growth Rate, Nominal Retail Sales, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2022,15.66157165
Mexico,"Growth Rate, Nominal Retail Sales, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2023,8.856590304
Mexico,"Growth Rate, Nominal Retail Sales, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2024,5.986629264
Mexico,"Nominal Gross Domestic Product, PPP$",U.S. Dollar,Annual,1/1/2017,2459.787347
Mexico,"Nominal Gross Domestic Product, PPP$",U.S. Dollar,Annual,1/1/2018,2574.561883
Mexico,"Nominal Gross Domestic Product, PPP$",U.S. Dollar,Annual,1/1/2019,2618.118905
Mexico,"Nominal Gross Domestic Product, PPP$",U.S. Dollar,Annual,1/1/2020,2434.718412
Mexico,"Nominal Gross Domestic Product, PPP$",U.S. Dollar,Annual,1/1/2021,2674.21129
Mexico,"Nominal Gross Domestic Product, PPP$",U.S. Dollar,Annual,1/1/2022,2965.213603
Mexico,"Nominal Gross Domestic Product, PPP$",U.S. Dollar,Annual,1/1/2023,3187.052294
Mexico,"Nominal Gross Domestic Product, PPP$",U.S. Dollar,Annual,1/1/2024,3427.060785
Mexico,Nominal Share of GDP at Factor Cost: Industry: Construction,Percentage,Annual,1/1/2017,7.862346656
Mexico,Nominal Share of GDP at Factor Cost: Industry: Construction,Percentage,Annual,1/1/2018,7.944007929
Mexico,Nominal Share of GDP at Factor Cost: Industry: Construction,Percentage,Annual,1/1/2019,7.498347459
Mexico,Nominal Share of GDP at Factor Cost: Industry: Construction,Percentage,Annual,1/1/2020,6.813046707
Mexico,Nominal Share of GDP at Factor Cost: Industry: Construction,Percentage,Annual,1/1/2021,7.540873409
Mexico,Nominal Share of GDP at Factor Cost: Industry: Construction,Percentage,Annual,1/1/2022,7.695250653
Mexico,Nominal Share of GDP at Factor Cost: Industry: Construction,Percentage,Annual,1/1/2023,7.979691907
Mexico,Nominal Share of GDP at Factor Cost: Industry: Construction,Percentage,Annual,1/1/2024,8.191058543
Mexico,"Nominal GDP at Factor Cost: Industry: Construction, euro",Euro,Annual,1/1/2017,76.40754412
Mexico,"Nominal GDP at Factor Cost: Industry: Construction, euro",Euro,Annual,1/1/2018,77.71761908
Mexico,"Nominal GDP at Factor Cost: Industry: Construction, euro",Euro,Annual,1/1/2019,80.05695833
Mexico,"Nominal GDP at Factor Cost: Industry: Construction, euro",Euro,Annual,1/1/2020,61.08763211
Mexico,"Nominal GDP at Factor Cost: Industry: Construction, euro",Euro,Annual,1/1/2021,76.26215319
Mexico,"Nominal GDP at Factor Cost: Industry: Construction, euro",Euro,Annual,1/1/2022,98.47021065
Mexico,"Nominal GDP at Factor Cost: Industry: Construction, euro",Euro,Annual,1/1/2023,117.4182872
Mexico,"Nominal GDP at Factor Cost: Industry: Construction, euro",Euro,Annual,1/1/2024,115.3725537
Mexico,Nominal share of GDP: NIA Imports of Goods & Non-Factor Services,Percentage,Annual,1/1/2017,39.42856388
