Geography,Concept,Unit,Frequency,Period,Value
Mexico,"Real GDP at Factor Cost: Industry, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2020,-9.398119499
Mexico,"Real GDP at Factor Cost: Industry, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2021,5.553845227
Mexico,"Real GDP at Factor Cost: Industry, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2022,3.2337034
Mexico,"Real GDP at Factor Cost: Industry, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2023,2.490686136
Mexico,"Real GDP at Factor Cost: Industry, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2024,2.372695346
Mexico,Nominal share of GDP: NIA Exports of Goods & Non-Factor Services,Percentage,Annual,1/1/2017,37.61808539
Mexico,Nominal share of GDP: NIA Exports of Goods & Non-Factor Services,Percentage,Annual,1/1/2018,39.20118074
Mexico,Nominal share of GDP: NIA Exports of Goods & Non-Factor Services,Percentage,Annual,1/1/2019,38.79995706
Mexico,Nominal share of GDP: NIA Exports of Goods & Non-Factor Services,Percentage,Annual,1/1/2020,39.54217337
Mexico,Nominal share of GDP: NIA Exports of Goods & Non-Factor Services,Percentage,Annual,1/1/2021,40.97715227
Mexico,Nominal share of GDP: NIA Exports of Goods & Non-Factor Services,Percentage,Annual,1/1/2022,43.32031527
Mexico,Nominal share of GDP: NIA Exports of Goods & Non-Factor Services,Percentage,Annual,1/1/2023,38.66604538
Mexico,Nominal share of GDP: NIA Exports of Goods & Non-Factor Services,Percentage,Annual,1/1/2024,39.37657627
Mexico,Population: Total,Persons,Annual,1/1/2017,122.839275
Mexico,Population: Total,Persons,Annual,1/1/2018,124.013875
Mexico,Population: Total,Persons,Annual,1/1/2019,125.0853
Mexico,Population: Total,Persons,Annual,1/1/2020,125.9983
Mexico,Population: Total,Persons,Annual,1/1/2021,126.70515
Mexico,Population: Total,Persons,Annual,1/1/2022,127.50415
Mexico,Population: Total,Persons,Annual,1/1/2023,128.455575
Mexico,Population: Total,Persons,Annual,1/1/2024,129.388475
Mexico,Growth Rate: Real Private Consumption Per Capita,Percentage,Annual,1/1/2017,2.262625788
Mexico,Growth Rate: Real Private Consumption Per Capita,Percentage,Annual,1/1/2018,1.595836164
Mexico,Growth Rate: Real Private Consumption Per Capita,Percentage,Annual,1/1/2019,-0.488623574
Mexico,Growth Rate: Real Private Consumption Per Capita,Percentage,Annual,1/1/2020,-11.08870367
Mexico,Growth Rate: Real Private Consumption Per Capita,Percentage,Annual,1/1/2021,7.038494468
Mexico,Growth Rate: Real Private Consumption Per Capita,Percentage,Annual,1/1/2022,5.428897504
Mexico,Growth Rate: Real Private Consumption Per Capita,Percentage,Annual,1/1/2023,2.989113418
Mexico,Growth Rate: Real Private Consumption Per Capita,Percentage,Annual,1/1/2024,1.20754346
Mexico,"Nominal Gross Domestic Demand (Absorption), US$",U.S. Dollar,Annual,1/1/2017,1156.92109
Mexico,"Nominal Gross Domestic Demand (Absorption), US$",U.S. Dollar,Annual,1/1/2018,1211.598478
Mexico,"Nominal Gross Domestic Demand (Absorption), US$",U.S. Dollar,Annual,1/1/2019,1237.908884
Mexico,"Nominal Gross Domestic Demand (Absorption), US$",U.S. Dollar,Annual,1/1/2020,1025.897835
Mexico,"Nominal Gross Domestic Demand (Absorption), US$",U.S. Dollar,Annual,1/1/2021,1245.994736
Mexico,"Nominal Gross Domestic Demand (Absorption), US$",U.S. Dollar,Annual,1/1/2022,1433.871628
Mexico,"Nominal Gross Domestic Demand (Absorption), US$",U.S. Dollar,Annual,1/1/2023,1777.354522
Mexico,"Nominal Gross Domestic Demand (Absorption), US$",U.S. Dollar,Annual,1/1/2024,1770.962517
Mexico,"Total Expenditure (Current Plus Net Investment), in euro, unspecified government",Euro,Annual,1/1/2017,243.0535434
Mexico,"Total Expenditure (Current Plus Net Investment), in euro, unspecified government",Euro,Annual,1/1/2018,246.0786372
Mexico,"Total Expenditure (Current Plus Net Investment), in euro, unspecified government",Euro,Annual,1/1/2019,268.7066327
Mexico,"Total Expenditure (Current Plus Net Investment), in euro, unspecified government",Euro,Annual,1/1/2020,244.7478579
Mexico,"Total Expenditure (Current Plus Net Investment), in euro, unspecified government",Euro,Annual,1/1/2021,280.8020514
Mexico,"Total Expenditure (Current Plus Net Investment), in euro, unspecified government",Euro,Annual,1/1/2022,357.0350254
Mexico,"Total Expenditure (Current Plus Net Investment), in euro, unspecified government",Euro,Annual,1/1/2023,427.1477227
Mexico,"Total Expenditure (Current Plus Net Investment), in euro, unspecified government",Euro,Annual,1/1/2024,419.7865867
Mexico,"Nominal NIA Imports of Goods & Non-Factor Services, Calendar Year, lcu",Mexican Peso,Annual,1/1/2017,8651.584013
Mexico,"Nominal NIA Imports of Goods & Non-Factor Services, Calendar Year, lcu",Mexican Peso,Annual,1/1/2018,9701.845343
Mexico,"Nominal NIA Imports of Goods & Non-Factor Services, Calendar Year, lcu",Mexican Peso,Annual,1/1/2019,9553.665043
Mexico,"Nominal NIA Imports of Goods & Non-Factor Services, Calendar Year, lcu",Mexican Peso,Annual,1/1/2020,8778.96808
Mexico,"Nominal NIA Imports of Goods & Non-Factor Services, Calendar Year, lcu",Mexican Peso,Annual,1/1/2021,11042.848
Mexico,"Nominal NIA Imports of Goods & Non-Factor Services, Calendar Year, lcu",Mexican Peso,Annual,1/1/2022,13099.34336
Mexico,"Nominal NIA Imports of Goods & Non-Factor Services, Calendar Year, lcu",Mexican Peso,Annual,1/1/2023,12212.61563
Mexico,"Nominal NIA Imports of Goods & Non-Factor Services, Calendar Year, lcu",Mexican Peso,Annual,1/1/2024,13407.42487
Mexico,"Growth Rate, Money Supply M1, Period End, Year-on-Year Percent Change, lcu",Percent change year ago,Annual,1/1/2017,10.22944211
Mexico,"Growth Rate, Money Supply M1, Period End, Year-on-Year Percent Change, lcu",Percent change year ago,Annual,1/1/2018,5.351730692
Mexico,"Growth Rate, Money Supply M1, Period End, Year-on-Year Percent Change, lcu",Percent change year ago,Annual,1/1/2019,4.67071658
Mexico,"Growth Rate, Money Supply M1, Period End, Year-on-Year Percent Change, lcu",Percent change year ago,Annual,1/1/2020,20.06939435
Mexico,"Growth Rate, Money Supply M1, Period End, Year-on-Year Percent Change, lcu",Percent change year ago,Annual,1/1/2021,12.95549329
Mexico,"Growth Rate, Money Supply M1, Period End, Year-on-Year Percent Change, lcu",Percent change year ago,Annual,1/1/2022,8.607806193
Mexico,"Growth Rate, Money Supply M1, Period End, Year-on-Year Percent Change, lcu",Percent change year ago,Annual,1/1/2023,0.3716296
Mexico,"Growth Rate, Money Supply M1, Period End, Year-on-Year Percent Change, lcu",Percent change year ago,Annual,1/1/2024,7.99392652
Mexico,"Real Gross Domestic Product, PPP$",U.S. Dollar,Annual,1/1/2017,2495.587476
Mexico,"Real Gross Domestic Product, PPP$",U.S. Dollar,Annual,1/1/2018,2550.062963
Mexico,"Real Gross Domestic Product, PPP$",U.S. Dollar,Annual,1/1/2019,2545.312159
Mexico,"Real Gross Domestic Product, PPP$",U.S. Dollar,Annual,1/1/2020,2337.515946
Mexico,"Real Gross Domestic Product, PPP$",U.S. Dollar,Annual,1/1/2021,2453.05033
Mexico,"Real Gross Domestic Product, PPP$",U.S. Dollar,Annual,1/1/2022,2526.601546
Mexico,"Real Gross Domestic Product, PPP$",U.S. Dollar,Annual,1/1/2023,2590.392337
Mexico,"Real Gross Domestic Product, PPP$",U.S. Dollar,Annual,1/1/2024,2641.301931
Mexico,"Growth Rate, Money Supply M3, Period End, Year-on-Year Percent Change, lcu",Percent change year ago,Annual,1/1/2017,10.6447495
Mexico,"Growth Rate, Money Supply M3, Period End, Year-on-Year Percent Change, lcu",Percent change year ago,Annual,1/1/2018,6.138986684
Mexico,"Growth Rate, Money Supply M3, Period End, Year-on-Year Percent Change, lcu",Percent change year ago,Annual,1/1/2019,6.788189084
Mexico,"Growth Rate, Money Supply M3, Period End, Year-on-Year Percent Change, lcu",Percent change year ago,Annual,1/1/2020,12.34409584
Mexico,"Growth Rate, Money Supply M3, Period End, Year-on-Year Percent Change, lcu",Percent change year ago,Annual,1/1/2021,11.37794929
Mexico,"Growth Rate, Money Supply M3, Period End, Year-on-Year Percent Change, lcu",Percent change year ago,Annual,1/1/2022,8.948782854
Mexico,"Growth Rate, Money Supply M3, Period End, Year-on-Year Percent Change, lcu",Percent change year ago,Annual,1/1/2023,4.387898857
Mexico,"Growth Rate, Money Supply M3, Period End, Year-on-Year Percent Change, lcu",Percent change year ago,Annual,1/1/2024,7.857051626
Mexico,"Real Government Consumption, Calendar Year, lcu",Mexican Peso,Annual,1/1/2017,2143.980007
Mexico,"Real Government Consumption, Calendar Year, lcu",Mexican Peso,Annual,1/1/2018,2205.10981
Mexico,"Real Government Consumption, Calendar Year, lcu",Mexican Peso,Annual,1/1/2019,2165.698668
Mexico,"Real Government Consumption, Calendar Year, lcu",Mexican Peso,Annual,1/1/2020,2158.666576
Mexico,"Real Government Consumption, Calendar Year, lcu",Mexican Peso,Annual,1/1/2021,2145.903654
Mexico,"Real Government Consumption, Calendar Year, lcu",Mexican Peso,Annual,1/1/2022,2163.540241
Mexico,"Real Government Consumption, Calendar Year, lcu",Mexican Peso,Annual,1/1/2023,2185.271226
Mexico,"Real Government Consumption, Calendar Year, lcu",Mexican Peso,Annual,1/1/2024,2251.733075
Mexico,"Nominal Government Consumption, lcu",Mexican Peso,Annual,1/1/2017,2527.872986
Mexico,"Nominal Government Consumption, lcu",Mexican Peso,Annual,1/1/2018,2722.341061
Mexico,"Nominal Government Consumption, lcu",Mexican Peso,Annual,1/1/2019,2794.380576
Mexico,"Nominal Government Consumption, lcu",Mexican Peso,Annual,1/1/2020,2942.495064
Mexico,"Nominal Government Consumption, lcu",Mexican Peso,Annual,1/1/2021,3048.730113
Mexico,"Nominal Government Consumption, lcu",Mexican Peso,Annual,1/1/2022,3273.920056
Mexico,"Nominal Government Consumption, lcu",Mexican Peso,Annual,1/1/2023,3580.155492
Mexico,"Nominal Government Consumption, lcu",Mexican Peso,Annual,1/1/2024,3917.10826
Mexico,"Index: Unit Labor Costs, euro basis",Index,Annual,1/1/2017,87.62918196
Mexico,"Index: Unit Labor Costs, euro basis",Index,Annual,1/1/2018,88.58792499
Mexico,"Index: Unit Labor Costs, euro basis",Index,Annual,1/1/2019,100
Mexico,"Index: Unit Labor Costs, euro basis",Index,Annual,1/1/2020,101.2827607
Mexico,"Index: Unit Labor Costs, euro basis",Index,Annual,1/1/2021,117.6761322
Mexico,"Index: Unit Labor Costs, euro basis",Index,Annual,1/1/2022,166.5053702
Mexico,"Index: Unit Labor Costs, euro basis",Index,Annual,1/1/2023,193.5543026
Mexico,"Index: Unit Labor Costs, euro basis",Index,Annual,1/1/2024,179.4236836
Mexico,"Growth Rate: Total Expenditure in U.S. Dollars, General government",Percentage,Annual,1/1/2017,-4.260071599
Mexico,"Growth Rate: Total Expenditure in U.S. Dollars, General government",Percentage,Annual,1/1/2018,6.040763696
Mexico,"Growth Rate: Total Expenditure in U.S. Dollars, General government",Percentage,Annual,1/1/2019,3.555315327
Mexico,"Growth Rate: Total Expenditure in U.S. Dollars, General government",Percentage,Annual,1/1/2020,-7.27429697
Mexico,"Growth Rate: Total Expenditure in U.S. Dollars, General government",Percentage,Annual,1/1/2021,19.08800416
Mexico,"Growth Rate: Total Expenditure in U.S. Dollars, General government",Percentage,Annual,1/1/2022,13.03741311
Mexico,"Growth Rate: Total Expenditure in U.S. Dollars, General government",Percentage,Annual,1/1/2023,23.77848101
Mexico,"Growth Rate: Total Expenditure in U.S. Dollars, General government",Percentage,Annual,1/1/2024,0.872332178
Mexico,"Taxes, Total, in US$, general government",U.S. Dollar,Annual,1/1/2017,261.5052738
Mexico,"Taxes, Total, in US$, general government",U.S. Dollar,Annual,1/1/2018,265.8291253
Mexico,"Taxes, Total, in US$, general government",U.S. Dollar,Annual,1/1/2019,279.6342754
Mexico,"Taxes, Total, in US$, general government",U.S. Dollar,Annual,1/1/2020,248.4453404
Mexico,"Taxes, Total, in US$, general government",U.S. Dollar,Annual,1/1/2021,293.9504187
Mexico,"Taxes, Total, in US$, general government",U.S. Dollar,Annual,1/1/2022,328.1837754
Mexico,"Taxes, Total, in US$, general government",U.S. Dollar,Annual,1/1/2023,404.007111
Mexico,"Taxes, Total, in US$, general government",U.S. Dollar,Annual,1/1/2024,407.2783411
Mexico,"Nominal Gross Domestic Demand in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2017,5.836548447
Mexico,"Nominal Gross Domestic Demand in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2018,4.210689404
Mexico,"Nominal Gross Domestic Demand in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2019,2.62810606
Mexico,"Nominal Gross Domestic Demand in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2020,-16.24178153
Mexico,"Nominal Gross Domestic Demand in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2021,20.27286017
Mexico,"Nominal Gross Domestic Demand in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2022,15.54745007
Mexico,"Nominal Gross Domestic Demand in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2023,24.15440008
Mexico,"Nominal Gross Domestic Demand in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2024,-0.655915796
Mexico,"Deflator: Gross Domestic Saving, US$",Index,Annual,1/1/2017,88.86735598
Mexico,"Deflator: Gross Domestic Saving, US$",Index,Annual,1/1/2018,95.01710529
Mexico,"Deflator: Gross Domestic Saving, US$",Index,Annual,1/1/2019,100
Mexico,"Deflator: Gross Domestic Saving, US$",Index,Annual,1/1/2020,93.66508884
Mexico,"Deflator: Gross Domestic Saving, US$",Index,Annual,1/1/2021,103.1929562
Mexico,"Deflator: Gross Domestic Saving, US$",Index,Annual,1/1/2022,108.1388825
Mexico,"Deflator: Gross Domestic Saving, US$",Index,Annual,1/1/2023,141.6155274
Mexico,"Deflator: Gross Domestic Saving, US$",Index,Annual,1/1/2024,142.2145926
Mexico,"Fiscal Balance: Overall, Primary, % of GDP, unspecified government",Percentage,Annual,1/1/2017,1.358487346
Mexico,"Fiscal Balance: Overall, Primary, % of GDP, unspecified government",Percentage,Annual,1/1/2018,0.598426476
Mexico,"Fiscal Balance: Overall, Primary, % of GDP, unspecified government",Percentage,Annual,1/1/2019,1.058481755
Mexico,"Fiscal Balance: Overall, Primary, % of GDP, unspecified government",Percentage,Annual,1/1/2020,0.132621098
Mexico,"Fiscal Balance: Overall, Primary, % of GDP, unspecified government",Percentage,Annual,1/1/2021,-0.341188572
Mexico,"Fiscal Balance: Overall, Primary, % of GDP, unspecified government",Percentage,Annual,1/1/2022,-0.477617391
Mexico,"Fiscal Balance: Overall, Primary, % of GDP, unspecified government",Percentage,Annual,1/1/2023,-0.234292163
Mexico,"Fiscal Balance: Overall, Primary, % of GDP, unspecified government",Percentage,Annual,1/1/2024,-0.546868383
Mexico,"Real Fixed Investment: Private: Non-Residential, lcu",Mexican Peso,Annual,1/1/2017,1529.653274
Mexico,"Real Fixed Investment: Private: Non-Residential, lcu",Mexican Peso,Annual,1/1/2018,1560.020465
Mexico,"Real Fixed Investment: Private: Non-Residential, lcu",Mexican Peso,Annual,1/1/2019,1449.806832
Mexico,"Real Fixed Investment: Private: Non-Residential, lcu",Mexican Peso,Annual,1/1/2020,1162.628669
Mexico,"Real Fixed Investment: Private: Non-Residential, lcu",Mexican Peso,Annual,1/1/2021,1345.466058
Mexico,"Real Fixed Investment: Private: Non-Residential, lcu",Mexican Peso,Annual,1/1/2022,1519.216284
Mexico,"Real Fixed Investment: Private: Non-Residential, lcu",Mexican Peso,Annual,1/1/2023,1678.278906
Mexico,"Real Fixed Investment: Private: Non-Residential, lcu",Mexican Peso,Annual,1/1/2024,1747.90172
Mexico,"Exchange Rate Index, Period Average (LCU per US$)",Index,Annual,1/1/2017,98.2473441
Mexico,"Exchange Rate Index, Period Average (LCU per US$)",Index,Annual,1/1/2018,99.92139078
Mexico,"Exchange Rate Index, Period Average (LCU per US$)",Index,Annual,1/1/2019,100
Mexico,"Exchange Rate Index, Period Average (LCU per US$)",Index,Annual,1/1/2020,111.6132078
Mexico,"Exchange Rate Index, Period Average (LCU per US$)",Index,Annual,1/1/2021,105.3045081
Mexico,"Exchange Rate Index, Period Average (LCU per US$)",Index,Annual,1/1/2022,104.4765807
Mexico,"Exchange Rate Index, Period Average (LCU per US$)",Index,Annual,1/1/2023,92.1343998
Mexico,"Exchange Rate Index, Period Average (LCU per US$)",Index,Annual,1/1/2024,99.7316266
Mexico,Population: Urban,Persons,Annual,1/1/2017,98.10803019
Mexico,Population: Urban,Persons,Annual,1/1/2018,99.40455042
Mexico,Population: Urban,Persons,Annual,1/1/2019,100.6236276
Mexico,Population: Urban,Persons,Annual,1/1/2020,101.7196892
Mexico,Population: Urban,Persons,Annual,1/1/2021,102.6514346
Mexico,Population: Urban,Persons,Annual,1/1/2022,103.6608536
Mexico,Population: Urban,Persons,Annual,1/1/2023,104.7966207
Mexico,Population: Urban,Persons,Annual,1/1/2024,105.9199869
Mexico,"NIA Exports Deflator, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2017,6.472437907
Mexico,"NIA Exports Deflator, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2018,5.50101353
Mexico,"NIA Exports Deflator, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2019,1.360075967
Mexico,"NIA Exports Deflator, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2020,5.059396599
Mexico,"NIA Exports Deflator, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2021,7.057916455
Mexico,"NIA Exports Deflator, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2022,8.257064804
Mexico,"NIA Exports Deflator, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2023,-3.46580553
Mexico,"NIA Exports Deflator, Year-on-Year Percent Change",Percent change year ago,Annual,1/1/2024,6.626218785
Mexico,"BOP Transfer Payments Credit, euro",Euro,Annual,1/1/2017,27.80859331
Mexico,"BOP Transfer Payments Credit, euro",Euro,Annual,1/1/2018,29.249055
Mexico,"BOP Transfer Payments Credit, euro",Euro,Annual,1/1/2019,33.29983833
Mexico,"BOP Transfer Payments Credit, euro",Euro,Annual,1/1/2020,36.64605137
Mexico,"BOP Transfer Payments Credit, euro",Euro,Annual,1/1/2021,44.35728068
Mexico,"BOP Transfer Payments Credit, euro",Euro,Annual,1/1/2022,56.36274952
Mexico,"BOP Transfer Payments Credit, euro",Euro,Annual,1/1/2023,55.6570292
Mexico,"BOP Transfer Payments Credit, euro",Euro,Annual,1/1/2024,55.46032036
Mexico,"Deflator: Fixed Investment: Private: Residential, lcu",Index,Annual,1/1/2017,127.3940621
Mexico,"Deflator: Fixed Investment: Private: Residential, lcu",Index,Annual,1/1/2018,137.5827299
Mexico,"Deflator: Fixed Investment: Private: Residential, lcu",Index,Annual,1/1/2019,141.4262743
Mexico,"Deflator: Fixed Investment: Private: Residential, lcu",Index,Annual,1/1/2020,147.3153923
Mexico,"Deflator: Fixed Investment: Private: Residential, lcu",Index,Annual,1/1/2021,166.3503749
Mexico,"Deflator: Fixed Investment: Private: Residential, lcu",Index,Annual,1/1/2022,188.6770298
Mexico,"Deflator: Fixed Investment: Private: Residential, lcu",Index,Annual,1/1/2023,196.1806284
Mexico,"Deflator: Fixed Investment: Private: Residential, lcu",Index,Annual,1/1/2024,203.8730634
Mexico,"Real GDP, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2017,2.335100183
Mexico,"Real GDP, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2018,2.182872259
Mexico,"Real GDP, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2019,-0.186301428
Mexico,"Real GDP, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2020,-8.163879321
Mexico,"Real GDP, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2021,4.942613722
Mexico,"Real GDP, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2022,2.998357385
Mexico,"Real GDP, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2023,2.524766572
Mexico,"Real GDP, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2024,1.965323678
Mexico,"Real Government Consumption, lcu",Mexican Peso,Annual,1/1/2017,2143.980007
Mexico,"Real Government Consumption, lcu",Mexican Peso,Annual,1/1/2018,2205.10981
Mexico,"Real Government Consumption, lcu",Mexican Peso,Annual,1/1/2019,2165.698668
Mexico,"Real Government Consumption, lcu",Mexican Peso,Annual,1/1/2020,2158.666576
Mexico,"Real Government Consumption, lcu",Mexican Peso,Annual,1/1/2021,2145.903654
Mexico,"Real Government Consumption, lcu",Mexican Peso,Annual,1/1/2022,2163.540241
Mexico,"Real Government Consumption, lcu",Mexican Peso,Annual,1/1/2023,2185.271226
Mexico,"Real Government Consumption, lcu",Mexican Peso,Annual,1/1/2024,2251.733075
Mexico,"Fiscal Balance: Current, Primary, % of GDP, general government",Percentage,Annual,1/1/2017,1.358487346
Mexico,"Fiscal Balance: Current, Primary, % of GDP, general government",Percentage,Annual,1/1/2018,0.598426476
Mexico,"Fiscal Balance: Current, Primary, % of GDP, general government",Percentage,Annual,1/1/2019,1.058481755
Mexico,"Fiscal Balance: Current, Primary, % of GDP, general government",Percentage,Annual,1/1/2020,0.132621098
Mexico,"Fiscal Balance: Current, Primary, % of GDP, general government",Percentage,Annual,1/1/2021,-0.341188572
Mexico,"Fiscal Balance: Current, Primary, % of GDP, general government",Percentage,Annual,1/1/2022,-0.477617391
Mexico,"Fiscal Balance: Current, Primary, % of GDP, general government",Percentage,Annual,1/1/2023,-0.234292163
Mexico,"Fiscal Balance: Current, Primary, % of GDP, general government",Percentage,Annual,1/1/2024,-0.546868383
Mexico,"Real Gross Domestic Saving, US$",U.S. Dollar,Annual,1/1/2017,302.0773609
Mexico,"Real Gross Domestic Saving, US$",U.S. Dollar,Annual,1/1/2018,303.8733423
Mexico,"Real Gross Domestic Saving, US$",U.S. Dollar,Annual,1/1/2019,300.6227832
Mexico,"Real Gross Domestic Saving, US$",U.S. Dollar,Annual,1/1/2020,285.1079229
Mexico,"Real Gross Domestic Saving, US$",U.S. Dollar,Annual,1/1/2021,284.849464
Mexico,"Real Gross Domestic Saving, US$",U.S. Dollar,Annual,1/1/2022,267.7247275
Mexico,"Real Gross Domestic Saving, US$",U.S. Dollar,Annual,1/1/2023,264.6735032
Mexico,"Real Gross Domestic Saving, US$",U.S. Dollar,Annual,1/1/2024,268.2640049
Mexico,"Taxes, Total, % of GDP, general government",Percentage,Annual,1/1/2017,22.54813565
Mexico,"Taxes, Total, % of GDP, general government",Percentage,Annual,1/1/2018,21.74012225
Mexico,"Taxes, Total, % of GDP, general government",Percentage,Annual,1/1/2019,22.02034804
Mexico,"Taxes, Total, % of GDP, general government",Percentage,Annual,1/1/2020,22.808446
Mexico,"Taxes, Total, % of GDP, general government",Percentage,Annual,1/1/2021,23.06279227
Mexico,"Taxes, Total, % of GDP, general government",Percentage,Annual,1/1/2022,23.17435364
Mexico,"Taxes, Total, % of GDP, general government",Percentage,Annual,1/1/2023,22.88545247
Mexico,"Taxes, Total, % of GDP, general government",Percentage,Annual,1/1/2024,23.01379384
Mexico,"Nominal Gross Domestic Investment, Calendar Year, lcu",Mexican Peso,Annual,1/1/2017,5025.169234
Mexico,"Nominal Gross Domestic Investment, Calendar Year, lcu",Mexican Peso,Annual,1/1/2018,5341.067567
Mexico,"Nominal Gross Domestic Investment, Calendar Year, lcu",Mexican Peso,Annual,1/1/2019,5173.290215
Mexico,"Nominal Gross Domestic Investment, Calendar Year, lcu",Mexican Peso,Annual,1/1/2020,4377.72197
Mexico,"Nominal Gross Domestic Investment, Calendar Year, lcu",Mexican Peso,Annual,1/1/2021,5381.444923
Mexico,"Nominal Gross Domestic Investment, Calendar Year, lcu",Mexican Peso,Annual,1/1/2022,6181.363719
Mexico,"Nominal Gross Domestic Investment, Calendar Year, lcu",Mexican Peso,Annual,1/1/2023,6863.323668
Mexico,"Nominal Gross Domestic Investment, Calendar Year, lcu",Mexican Peso,Annual,1/1/2024,7351.101074
Mexico,"Nominal GDP at Factor Cost: Agriculture, US$",U.S. Dollar,Annual,1/1/2017,39.19773392
Mexico,"Nominal GDP at Factor Cost: Agriculture, US$",U.S. Dollar,Annual,1/1/2018,41.36857874
Mexico,"Nominal GDP at Factor Cost: Agriculture, US$",U.S. Dollar,Annual,1/1/2019,43.04925215
Mexico,"Nominal GDP at Factor Cost: Agriculture, US$",U.S. Dollar,Annual,1/1/2020,41.37565682
Mexico,"Nominal GDP at Factor Cost: Agriculture, US$",U.S. Dollar,Annual,1/1/2021,49.48780181
Mexico,"Nominal GDP at Factor Cost: Agriculture, US$",U.S. Dollar,Annual,1/1/2022,58.00344111
Mexico,"Nominal GDP at Factor Cost: Agriculture, US$",U.S. Dollar,Annual,1/1/2023,75.3416679
Mexico,"Nominal GDP at Factor Cost: Agriculture, US$",U.S. Dollar,Annual,1/1/2024,75.04277557
Mexico,"Interest Payments, % of GDP, general government",Percentage,Annual,1/1/2017,2.429609039
Mexico,"Interest Payments, % of GDP, general government",Percentage,Annual,1/1/2018,2.614030775
Mexico,"Interest Payments, % of GDP, general government",Percentage,Annual,1/1/2019,2.725406925
Mexico,"Interest Payments, % of GDP, general government",Percentage,Annual,1/1/2020,2.930442044
Mexico,"Interest Payments, % of GDP, general government",Percentage,Annual,1/1/2021,2.656789494
Mexico,"Interest Payments, % of GDP, general government",Percentage,Annual,1/1/2022,2.861230806
Mexico,"Interest Payments, % of GDP, general government",Percentage,Annual,1/1/2023,3.206402104
Mexico,"Interest Payments, % of GDP, general government",Percentage,Annual,1/1/2024,2.929570195
Mexico,"Nominal NIA Exports in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2017,9.348810817
Mexico,"Nominal NIA Exports in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2018,9.710670826
Mexico,"Nominal NIA Exports in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2019,2.62221799
Mexico,"Nominal NIA Exports in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2020,-12.48072146
Mexico,"Nominal NIA Exports in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2021,21.23000454
Mexico,"Nominal NIA Exports in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2022,17.30688923
Mexico,"Nominal NIA Exports in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2023,5.091718385
Mexico,"Nominal NIA Exports in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2024,-0.710578236
Mexico,"Deflator: GDP at Factor Cost: Industry, lcu",Index,Annual,1/1/2017,126.1465043
Mexico,"Deflator: GDP at Factor Cost: Industry, lcu",Index,Annual,1/1/2018,135.58404
Mexico,"Deflator: GDP at Factor Cost: Industry, lcu",Index,Annual,1/1/2019,141.8344983
Mexico,"Deflator: GDP at Factor Cost: Industry, lcu",Index,Annual,1/1/2020,145.2568323
Mexico,"Deflator: GDP at Factor Cost: Industry, lcu",Index,Annual,1/1/2021,157.4834375
Mexico,"Deflator: GDP at Factor Cost: Industry, lcu",Index,Annual,1/1/2022,175.2942316
Mexico,"Deflator: GDP at Factor Cost: Industry, lcu",Index,Annual,1/1/2023,180.137264
